WD_NOnub_Rep1	WD_NOnub_Rep2	WD_NOnub_Rep3	WD_SUMOnub_Rep1	WD_SUMOnub_Rep2	WD_SUMOnub_Rep3
FBgn0040339	576.144729233724	669.77493439837	652.134895739532	612.557321351187	679.569586129082	665.926216064771
FBgn0052815	13.9792481963122	14.6239068645932	15.9543705379702	35.3965707361842	30.3831409595715	40.8543690837283
FBgn0040340	5558.74819349071	4585.08226561213	4666.65338235628	4404.90658050292	4372.13398408234	3799.45632478673
FBgn0040347	223.667971140995	314.901461150907	313.104521807665	314.636184321637	302.818638230396	284.959224359005
FBgn0040337	284.577552567784	315.876388275214	307.121632855926	324.468565081688	346.367806939115	356.454370255529
FBgn0040398	450.331495466914	116.01632779244	1090.88008553371	313.652946245632	95.2005083399907	158.310680199447
FBgn0040397	3259.16186519736	3360.57379748352	3416.22959144287	2844.5077538828	3958.92326703217	3759.6233149301
FBgn0026143	1415.89813874076	1589.13121261913	1375.06731074131	1343.10321182299	1220.38949520946	1154.13592661532
FBgn0040351	1.99703545661603	4.87463562153107	5.98288895173883	2.94971422801535	2.0255427306381	4.08543690837283
FBgn0040350	0	0	197.435335407381	0.983238076005115	4.0510854612762	9.19223304383886
FBgn0040349	5.99110636984808	3.89970849722486	44.8716671380412	14.7485711400767	18.2298845757429	32.6834952669826
FBgn0040348	10.9836950113881	5.84956274583729	7.9771852689851	10.8156188360563	27.3448268636143	17.3631068605845
FBgn0040346	1121.3354088899	1222.55861387999	1187.60345692016	1327.37140260691	1407.75219779348	1356.36505357978
FBgn0040342	0	2.92478137291864	2.99144447586941	3.93295230402046	1.01277136531905	1.02135922709321
FBgn0052814	0.998517728308013	2.92478137291864	0.997148158623138	1.96647615201023	1.01277136531905	3.06407768127962
FBgn0040364	0.998517728308013	0.974927124306215	4.98574079311569	4.91619038002558	0	1.02135922709321
FBgn0040359	57.9140282418648	26.3230323562678	19.9429631724628	19.6647615201023	45.5747114393572	31.6621360398894
FBgn0040367	7.98814182646411	11.6991254916746	12.9629260621008	3.93295230402046	12.1532563838286	29.619417585703
FBgn0025642	3.99407091323205	13.648979740287	6.98003711036196	6.88266653203581	12.1532563838286	4.08543690837283
FBgn0004650	4.99258864154007	5.84956274583729	3.98859263449255	2.94971422801535	11.1404850185095	9.19223304383886
