GENEID	log2BaseMean	log2Ratio	Stderr_log2Ratio	pvalue	padjust
FBgn0036834	4.80268165617449	2.82265156999612	0.699312976143244	5.42959427935131e-05	0.000636748844201915
FBgn0041243	3.58859938475316	2.82826292054558	0.758840493475298	0.000193707246781714	0.00191265405665181
FBgn0037217	5.23353731664608	2.83074675833305	0.86077870614139	0.00100691203744256	0.00788850649149529
FBgn0036143	3.23069555486458	2.8353155240684	1.03736455360881	0.00627239356696464	0.03477815260373
FBgn0031756	5.92969623367901	2.84384524844287	0.50800994787362	2.16825066691488e-08	5.06858775054312e-07
FBgn0052645	6.31772626646414	2.84629610349021	0.336285732181358	2.58533446765129e-17	1.75068842403019e-15
FBgn0085438	7.11362238448405	2.86882168725655	0.304513168996512	4.46768453143598e-21	4.11340498613614e-19
FBgn0031849	3.03950462549767	2.87137403341041	1.07574216406959	0.00760315196140804	0.0406120524106559
FBgn0040900	2.77824537049311	2.87159827433838	0.980487503798668	0.00340333054777389	0.0211996186524835
FBgn0039415	8.05451345988523	2.87897123362018	0.366356050626697	3.89080938284116e-15	2.16073731652385e-13
FBgn0264794	4.16895512809006	2.88489556987573	0.740170041316772	9.71459328143103e-05	0.00106434625346451
FBgn0020248	3.93597611385184	2.88690775152701	0.884441970656859	0.00109812086282425	0.00848114538351977
FBgn0085413	3.65364548782413	2.89354211776067	0.953885948770814	0.00241794273547301	0.0161442283406646
FBgn0004047	3.9509630830077	2.91230214165087	0.78229697931979	0.000197058574569905	0.00194209089078472
FBgn0051025	4.08179464401409	2.91459048330951	0.660306166457488	1.01478622725496e-05	0.000141235015184814
FBgn0032211	2.81524212624296	2.91695943045252	1.03461478083157	0.00481183716551429	0.0280427778396658
FBgn0032879	7.17459110580194	2.92250542517216	0.230233029353304	6.4097950622383e-37	1.52902747666484e-34
FBgn0036294	4.8963171056956	2.92399749940613	0.48286353542982	1.39950910756997e-09	4.1031417857694e-08
FBgn0035922	2.51015676255275	2.9298430295829	1.08493625609939	0.00692405802785234	0.0377140181942596
FBgn0032473	5.04990451987044	2.95190941982862	0.649911937649222	5.57192176976678e-06	8.22544175745037e-05
FBgn0285912	3.35996902954108	2.97101639996268	1.06336353211531	0.00520637048083355	0.0299568597331246
FBgn0267987	2.5488900265058	2.9782297223401	1.07738506419034	0.00570427628807015	0.0321719956580249
FBgn0030028	6.17479413951063	2.98700600911535	0.45071749042229	3.42057146190301e-11	1.2253350875131e-09
FBgn0032377	7.2627362647152	2.98755806009464	0.363051769529999	1.88760867243355e-16	1.16543180152132e-14
FBgn0034435	3.88402552375888	2.9995096625754	0.984725023609045	0.00231878667591868	0.0156112796346648
FBgn0039972	8.47487937364619	3.01728472171569	0.191303222056817	4.82881653556926e-56	2.11180243155562e-53
FBgn0054057	7.55388718021816	3.01770171948958	0.238996775851634	1.50767912456746e-36	3.44013045466523e-34
FBgn0051279	4.16885291455546	3.01800937073615	0.811060392892883	0.000198383461882856	0.0019533140862312
FBgn0051477	8.18071067261023	3.01808786469316	0.298260030076219	4.5512472242826e-24	5.49079205357128e-22
FBgn0010383	7.5783727216901	3.02078244154153	0.317904052284949	2.05535836174136e-21	1.92616440757476e-19
FBgn0038170	5.00050498104076	3.03979924999298	0.53461464221509	1.30077308630874e-08	3.16772953918713e-07
FBgn0010241	2.94295082549146	3.05438358923847	0.99525715810534	0.00214820390645586	0.0146033343278243
FBgn0034246	14.3234958591511	3.0687126608163	0.537095040031509	1.10651465675212e-08	2.75212744959012e-07
FBgn0001217	3.7954005057245	3.07276501623406	1.03041099831084	0.00286299911062086	0.0186299061779768
FBgn0036730	5.28526611415268	3.07571137260493	0.589164275237569	1.78474608431812e-07	3.51457690450337e-06
FBgn0032022	6.19115800493231	3.07578842832277	0.371015051866284	1.13059623355071e-16	7.14863738996885e-15
FBgn0025692	5.77831541153783	3.08087352013564	0.591707597980218	1.9217675271974e-07	3.77731684746515e-06
FBgn0033498	3.81692636045106	3.08297096082234	0.776166699930009	7.12575213019962e-05	0.000809436086131767
FBgn0023489	3.46164733595048	3.08876469583975	1.12866791389811	0.00620690180596717	0.0344696515108103
FBgn0041087	9.11751398734553	3.09139410849459	0.378362702348549	3.07237445750229e-16	1.84272241748251e-14
FBgn0260995	2.98106907618453	3.09598258645383	0.994854095321541	0.0018582662388353	0.0130638730360451
FBgn0084008	3.65660807204471	3.10169555077142	0.937493060044335	0.000937972700054476	0.00744139188191367
FBgn0016053	5.37220793753412	3.10725115319962	0.617578734730092	4.87052953562212e-07	8.73864581297261e-06
FBgn0040602	2.67271828762312	3.11215609322707	1.07462468527547	0.00377904205309166	0.0230877912626601
FBgn0259977	7.83618685112538	3.1204612122771	0.481345846066238	9.00452906405046e-11	3.06855639793096e-09
FBgn0033574	8.0286507231511	3.12419994147345	0.463245926138135	1.53925619663323e-11	5.74947795012897e-10
FBgn0265047	7.74729825667113	3.12546649903293	0.218711194795784	2.51227962614802e-46	8.24027717376551e-44
FBgn0287619	4.85378890858077	3.12610886079417	0.695642708095072	6.99493274969774e-06	0.000100850019424214
FBgn0040377	4.38920752133998	3.13836992882523	0.766411540886429	4.22371313442632e-05	0.000511327486262268
FBgn0032614	6.7534887226707	3.15130627766337	0.654105060747447	1.45195439885028e-06	2.4113470522678e-05
FBgn0028561	3.04499390778685	3.16221848744232	1.1853350177941	0.00763531953900635	0.0407631301533116
FBgn0033855	4.05182450541494	3.17521931479299	0.725521010512094	1.20618020318102e-05	0.000164203208982983
FBgn0037850	4.32362141823721	3.18878624095854	0.83296797611997	0.000129072367866807	0.00135339018294706
FBgn0260006	8.11317255170228	3.18975118305036	0.426971441802563	7.98039351869476e-14	3.98867668439144e-12
FBgn0037143	2.74768504231236	3.19077106733042	1.18053856914911	0.00687561034327204	0.0375085271117377
FBgn0262852	3.54495332183076	3.19507186796119	0.985525266677157	0.00118694464717391	0.00904076271171072
FBgn0035439	7.30475735774312	3.19760488327016	0.287700278086306	1.06812009610844e-28	1.69863462556881e-26
FBgn0053300	3.57088666661039	3.21887536776274	0.829875427164411	0.000104996640153708	0.00113612859283847
FBgn0038492	7.85805461119808	3.23001776775037	0.547693998608736	3.69081252180637e-09	1.01410388033716e-07
FBgn0029170	7.63237541254922	3.23582937623286	0.608921233642868	1.07223402407081e-07	2.18952690985355e-06
FBgn0035092	7.45962639582631	3.24435760319788	0.308046050694046	6.14782134914126e-26	8.49046485270877e-24
FBgn0039651	4.11355639712458	3.24733985192829	0.82444893736977	8.18899992782454e-05	0.000917541389601802
FBgn0267138	3.79719562704514	3.25095473467485	0.752409475905769	1.55517107171919e-05	0.000207145629045236
FBgn0037375	4.61273345808351	3.25922671501416	0.593279302384136	3.93868800360643e-08	8.77716969975649e-07
FBgn0036895	3.39629658501249	3.26850116345367	0.847377032895216	0.000114694160579264	0.00122714567730882
FBgn0038348	5.40078765114943	3.27729611823346	1.24725540457063	0.00859879792256907	0.0448350635843442
FBgn0266437	3.99351551693652	3.27829524506423	0.971433493893499	0.000738965765025338	0.00608328209388702
FBgn0037078	3.15775737719413	3.29524187792102	1.04755958717808	0.00165725729432614	0.011889092046353
FBgn0025686	5.10292368502326	3.31313278509827	0.778306600481098	2.07329341948631e-05	0.000266682447682945
FBgn0031857	5.66809028650383	3.31708227841206	0.644110936171577	2.60678522837578e-07	5.01113878333922e-06
FBgn0041225	2.85531566952242	3.32396215601091	1.28149096802816	0.00949150334628038	0.0481502267387911
FBgn0287612	5.50919859142932	3.32958105889909	0.56475912454262	3.7337372785326e-09	1.02321949022136e-07
FBgn0033578	6.40494262529458	3.34665378038079	0.51341120425354	7.10297548900896e-11	2.45239574778415e-09
FBgn0000036	4.46888359098455	3.34738827326205	0.653228164346602	2.98520985090518e-07	5.65573332041531e-06
FBgn0038966	7.61716321974374	3.35269413787384	0.318836145644759	7.33577445760552e-26	9.99951801389968e-24
FBgn0266705	3.71360204079036	3.37640001304688	0.938110858226382	0.000319261208063873	0.00291643432262521
FBgn0033558	3.51374481998152	3.39380998558434	0.89612830159523	0.000152359333373096	0.0015556065788755
FBgn0260657	3.24398964342541	3.40094671283517	1.24214503557066	0.00618210966392642	0.0343683384706418
FBgn0043043	5.52187518774277	3.40277252157399	0.493042978597997	5.14295275968109e-12	2.02173903241995e-10
FBgn0029851	2.94573791608038	3.41785596167225	1.07471006200332	0.00147143657040724	0.0108039500433004
FBgn0263442	7.04484727206576	3.42490679583003	0.408594713425113	5.19645533793781e-17	3.3257314162802e-15
FBgn0040211	3.28037620581197	3.43320455852543	0.940300096929641	0.000261038580086357	0.00244630440766643
FBgn0034837	7.58319191248338	3.44083298196875	0.286461603818765	3.09192928943582e-33	6.00979441146637e-31
FBgn0040281	4.55980752257411	3.44502236338086	0.780519797236389	1.01593403643802e-05	0.000141235015184814
FBgn0263656	2.98192092702198	3.45304098969958	1.09129836168151	0.00155532067215008	0.0112758212156809
FBgn0038958	6.44412120441512	3.46155478745314	0.395738420525891	2.18948579643173e-18	1.64148877995339e-16
FBgn0036544	5.85084519369617	3.46213645597476	0.682523900707931	3.92520427703313e-07	7.2278849283754e-06
FBgn0066365	6.09325588065696	3.47975814468269	0.626652772771457	2.80922737651956e-08	6.42205861823256e-07
FBgn0037291	2.59260380707969	3.48307070511749	1.14743142635157	0.00240107653332955	0.0160725123047366
FBgn0262972	5.2843187496869	3.50532869513562	0.921539295444595	0.000142507277266601	0.0014736516080692
FBgn0051231	3.83675835547907	3.50540894922709	0.828949538031061	2.35007668050102e-05	0.000300077917743779
FBgn0034437	3.36790658667322	3.52721874361065	0.968681531151968	0.000271309765693473	0.00252460738822444
FBgn0034047	3.07287866623771	3.55594019409636	1.15369912147927	0.00205471488188942	0.0141233054356983
FBgn0037290	6.3698157634437	3.56563864826315	0.514062480849944	4.02795754712772e-12	1.61364284025391e-10
FBgn0266051	2.67209031114856	3.56957006605917	1.21004451589265	0.00317826000322728	0.0201200343750745
FBgn0032058	3.6939854933462	3.5901186303683	0.888531451118316	5.33354959202962e-05	0.0006275889744164
FBgn0035286	4.12153277673267	3.60746989166749	0.740454907211792	1.10494124423633e-06	1.87414831210224e-05
FBgn0037424	4.82444177848843	3.61008001955653	0.623428483359	7.00985639134721e-09	1.83479931879253e-07
FBgn0261356	4.94804106108181	3.62391035982247	0.711856129076034	3.56573981123825e-07	6.66079076911167e-06
FBgn0052284	3.46633762200299	3.62656230372048	0.976913515841237	0.000205412377796092	0.00200932741598116
FBgn0035934	3.15440306269864	3.63697172785153	1.07976132673814	0.00075630288645444	0.0062016836689264
FBgn0035670	5.79519667096776	3.6392291023037	0.986489892091483	0.000225076335067205	0.00216933077398107
FBgn0035000	3.15229535660542	3.64641392284356	1.10657328908647	0.000983410209819303	0.00774334100694929
FBgn0039428	2.74902235585969	3.65201108522343	1.1607812164899	0.00165425749805964	0.0118762562924993
FBgn0031829	3.51138941304593	3.68820092874522	1.06744516499952	0.00054995279535126	0.00471593508170492
FBgn0036612	7.89884366860945	3.69190778537267	0.477881904358535	1.11358169678188e-14	5.96334361705233e-13
FBgn0033268	5.85665938939552	3.70052812037433	0.658607388259932	1.9238135585826e-08	4.55809189861918e-07
FBgn0004552	3.79647259250182	3.70622239326179	0.817331235256821	5.77287551665222e-06	8.48628871467531e-05
FBgn0033598	5.29811795742558	3.70643544383768	0.868782417832351	1.98793753815974e-05	0.000257279807651352
FBgn0033928	8.6438354195033	3.71918816609788	0.294739725884441	1.66863984338527e-36	3.72639229705783e-34
FBgn0051091	3.55434688437514	3.72689417690951	0.966926634247785	0.000116027442841805	0.00123762605697925
FBgn0031562	4.58698639745033	3.76163865700966	1.31055330209787	0.00410124575182333	0.0246403408191973
FBgn0034506	2.85133028399094	3.76707182791916	1.18982494435457	0.00154512370691484	0.0112367123601556
FBgn0038012	2.28110798978892	3.78062998487081	1.44264758197157	0.00877702344792724	0.0455381305533586
FBgn0030859	4.99334897328508	3.79621657793507	0.65692633944049	7.52552759357214e-09	1.95031944746008e-07
FBgn0029986	2.88569162785721	3.80364799699737	1.20212270722372	0.00155558204271208	0.0112758212156809
FBgn0038873	2.324168404138	3.8217394211565	1.41174295303746	0.00678723501830153	0.0371035514333817
FBgn0033667	7.09857214957354	3.82240705406501	0.538742211794443	1.29297570408559e-12	5.58480369962238e-11
FBgn0032209	3.3411297627052	3.84058375097582	1.20491509419639	0.00143542690894899	0.0105951060733675
FBgn0030296	3.67032647505119	3.84639803870117	0.943551143153976	4.57161971041537e-05	0.000549012820143247
FBgn0267027	3.93107884028131	3.84819537447794	0.812689538205053	2.18908409767042e-06	3.51324567112365e-05
FBgn0264448	5.59674639633713	3.84880809293713	0.543912573651197	1.48212200100337e-12	6.32372053761438e-11
FBgn0038339	7.13628554373867	3.87800463034977	0.641378172668951	1.48152987904883e-09	4.30751734362784e-08
FBgn0039101	7.40300701972523	3.88422075094899	0.270329638464064	8.16254870567953e-47	2.76368100692943e-44
FBgn0033645	2.38366097790765	3.88973038835444	1.47708400386714	0.0084538538289557	0.0442896914159511
FBgn0028999	2.97850137230738	3.89322155793436	1.30997550144488	0.00295885540664354	0.0191232428252036
FBgn0030358	2.97871695840687	3.90326343400194	1.18519865884672	0.000990042914527083	0.0077838879632032
FBgn0267465	3.99370522059066	3.91547207436597	0.877817119997253	8.17822170991064e-06	0.000116312486540951
FBgn0069969	2.42777224407597	3.93101573719987	1.38623567106501	0.0045718431292706	0.0269131045904791
FBgn0267559	2.46082172042954	3.97371368776921	1.37322798419745	0.00380728317289307	0.0231928288930271
FBgn0031157	4.46667315131726	3.97746670882327	0.686432375253109	6.85641055662083e-09	1.79912213005731e-07
FBgn0051805	2.46709289444443	3.97931221531029	1.35442212827852	0.00330321288269958	0.0206864692224432
FBgn0034005	6.43776851098763	3.98740059476219	0.697414067546041	1.08161359479958e-08	2.70300387881343e-07
FBgn0031634	5.09031461569215	4.0140497026119	0.638560218119547	3.25552387620337e-10	1.02612548362254e-08
FBgn0039616	2.50825237109827	4.01808013700059	1.34255606884089	0.00276377994746189	0.0180514214863472
FBgn0051902	3.09903817238638	4.02289140531164	1.16892156998479	0.000578410997504256	0.00493176428091362
FBgn0265046	2.51602946937989	4.03063762365372	1.4452938981189	0.00529034982252455	0.030359492475242
FBgn0027494	2.51757353784527	4.03264771631689	1.47537686976289	0.00627031760691471	0.03477815260373
FBgn0036479	3.5357351785313	4.04842444493764	1.07461958364149	0.000165016447339667	0.00167169082196229
FBgn0001216	4.13613759839219	4.06105718884203	0.944336413267316	1.70463308759236e-05	0.000224771719690571
FBgn0029859	5.48311007367961	4.09396097080457	0.51675548984177	2.32906780201136e-15	1.31429546504899e-13
FBgn0262620	10.1472997813625	4.11082414073863	0.144111817779739	5.69892068371263e-179	1.99386238320826e-175
FBgn0053121	2.59273397998962	4.11217818674707	1.33344341239865	0.00204320651938726	0.0140718475245988
FBgn0033980	3.19006860685335	4.11719232541224	1.36328204790537	0.00252725383877947	0.0167780242200059
FBgn0005638	5.85731443807512	4.11924559619797	0.960119752926343	1.78395247381978e-05	0.000233762361613138
FBgn0264542	5.19003871507462	4.12196667966743	0.681140277219697	1.43442744418319e-09	4.18215290392964e-08
FBgn0039387	5.32112343623848	4.1385913964393	0.570721951650759	4.12174818202834e-13	1.89745039116533e-11
FBgn0035880	10.9696113824881	4.14241735281513	0.151581902651371	1.97674431954431e-164	5.18697709448428e-161
FBgn0031169	3.20538315472108	4.14360371754382	1.12855491739971	0.000241035490425414	0.00229879093942601
FBgn0031209	3.65761302487084	4.17345419044623	1.24105084915002	0.000771453429687222	0.00629640373094641
FBgn0035428	5.46695323592948	4.18249338884312	0.630340407171922	3.23858228275665e-11	1.16811545153999e-09
FBgn0035553	7.28953207231134	4.1927169902935	0.617630608213797	1.1339236315226e-11	4.34367242206612e-10
FBgn0033202	2.67327907889279	4.20359947719144	1.43308333060464	0.00335427795063427	0.0209583158309915
FBgn0032869	3.68414905651126	4.21288573479876	1.01664444773099	3.41429917145283e-05	0.000419630961400105
FBgn0034883	4.02795388881611	4.22817688442088	0.960343204945805	1.06874050477062e-05	0.000147598688658848
FBgn0039039	3.29115850036044	4.22939036334058	1.27876508122967	0.000941656069515248	0.00746497137887616
FBgn0035952	4.30713668797403	4.248824822203	0.779066718569039	4.93221932757724e-08	1.06959863764981e-06
FBgn0053258	3.30805087071194	4.25172212573669	1.14931350747285	0.000216145527638058	0.002094795436832
FBgn0035241	5.05697403338963	4.25830206555918	0.638517940185727	2.57481027497373e-11	9.31903746418078e-10
FBgn0026403	6.69034324394037	4.26098269094223	0.407594915431005	1.40525685653156e-25	1.89097127771221e-23
FBgn0035359	6.32180621804817	4.26384501495331	0.391664581472073	1.33722394646491e-27	2.06404449148465e-25
FBgn0035855	2.74194825728896	4.27020068308677	1.30807244641254	0.00109658001092974	0.00848114538351977
FBgn0039064	2.73764994842916	4.27225654868698	1.41919079252679	0.00260949498974277	0.0172367900644054
FBgn0259140	6.14365335083558	4.27500912081663	0.598447984504656	9.09884110664994e-13	4.01266538888226e-11
FBgn0052625	7.15278169686008	4.28688509655829	0.474505835021549	1.64874132138091e-19	1.33796753838514e-17
FBgn0036311	1.88672915445718	4.314817099994	1.66326609758356	0.00948159273957341	0.0481232095718388
FBgn0010114	6.33571435235458	4.34245635473537	0.439534807550817	5.10034750979594e-23	5.75626316804496e-21
FBgn0037962	3.40375294450249	4.3481932712533	1.10996497790518	8.95036507757978e-05	0.000993055305013503
FBgn0020641	5.41340285852794	4.35728817432758	0.692052348269199	3.05064359617435e-10	9.76205950775791e-09
FBgn0033204	6.84127545198005	4.37233102486191	0.439902209623459	2.80722881761422e-23	3.27385262996431e-21
FBgn0027550	5.54194489556712	4.37309038942395	0.604344815887456	4.61822327578578e-13	2.10751615228903e-11
